id,nombre
PT0000934,Investment analyst
PT0000935,Dispensing optician
PT0000936,Television/film/video producer
PT0000937,Technical brewer
PT0000938,Homeopath
PT0000939,Lobbyist
PT0000940,Horticultural therapist
PT0000941,"Education officer, museum"
PT0000942,Financial controller
PT0000943,"Journalist, magazine"
PT0000944,"Teacher, English as a foreign language"
PT0000945,Industrial buyer
PT0000946,Publishing rights manager
PT0000947,Interpreter
PT0000948,Market researcher
PT0000949,"Physicist, medical"
PT0000950,"Scientist, audiological"
PT0000951,Minerals surveyor
PT0000952,Management consultant
PT0000953,Systems developer
PT0000954,Cartographer
PT0000955,Records manager
PT0000956,Housing manager/officer
PT0000957,Insurance underwriter
PT0000958,Garment/textile technologist
PT0000959,Newspaper journalist
PT0000960,"Engineer, civil (contracting)"
PT0000961,Recruitment consultant
PT0000962,Network engineer
PT0000963,Herpetologist
PT0000964,Heritage manager
PT0000965,Landscape architect
PT0000966,Building surveyor
PT0000967,Chief Strategy Officer
PT0000968,"Therapist, speech and language"
PT0000969,English as a second language teacher
PT0000970,"Physicist, medical"
PT0000971,Geoscientist
PT0000972,"Engineer, technical sales"
PT0000973,Research scientist (medical)
PT0000974,Quality manager
PT0000975,"Pilot, airline"
PT0000976,Social worker
PT0000977,Warden/ranger
PT0000978,Phytotherapist
PT0000979,"Designer, exhibition/display"
PT0000980,Ecologist
PT0000981,Film/video editor
PT0000982,Licensed conveyancer
PT0000983,Camera operator
PT0000984,Automotive engineer
PT0000985,Archaeologist
PT0000986,Museum/gallery conservator
PT0000987,"Journalist, broadcasting"
PT0000988,"Teacher, English as a foreign language"
PT0000989,Lexicographer
PT0000990,Town planner
PT0000991,Facilities manager
PT0000992,Warden/ranger
PT0000993,"Buyer, retail"
PT0000994,"Administrator, education"
PT0000995,Research scientist (physical sciences)
PT0000996,Occupational hygienist
PT0000997,Systems analyst
PT0000998,Mining engineer
PT0000999,"Clinical scientist, histocompatibility and immuno"
PT0001000,"Engineer, site"
